Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Ivan Ilić,SRB,MF,Torino,Serie A,23,2001,7,6,508,5.6,1,0,1,1,0,0,2,0,0.9,0.9,0.6,1.5,15,21,29,0.18,0.00,0.18,0.18,0.18,0.16,0.11,0.27,0.16,0.27,5.6,1,9,4,44.4,1.59,0.71,0.11,0.25,20.1,2,0,0,0.10,+0.1,+0.1,238,285,83.5,3884,930,110,126,87.3,108,123,87.8,14,22,63.6,0,0.6,0.6,-0.6,5,18,11,2,21,285,265,19,7,1,1,18,5,7,6,0,0,238,1,6,21,3.72,14,4,0,1,2,0,6,1.06,4,2,0,0,0,0,2,1,0,1,1,0,4,0.0,4,0,0,0,4,6,3,0,327,5,35,193,101,8,327,6,3,50.0,1,16.7,212,1087,502,15,12,1,9,7,252,29,0,4,13,1,18,4,1,0,0,0,17,4,7,36.4
Samuel Iling-Junior,ENG,"FW,MF",Bologna,Serie A,21,2003,3,0,93,1.0,1,0,1,1,0,0,0,0,0.1,0.1,0.1,0.3,5,7,24,0.97,0.00,0.97,0.97,0.97,0.13,0.11,0.25,0.13,0.25,1.0,1,4,1,25.0,3.87,0.97,0.25,1.00,19.0,0,0,0,0.03,+0.9,+0.9,54,74,73.0,919,235,25,28,89.3,22,30,73.3,5,10,50.0,0,0.1,0.2,-0.1,1,4,3,1,7,74,69,5,3,0,0,8,1,1,0,0,0,54,0,3,7,6.77,6,0,1,0,0,0,0,0.00,0,0,0,0,0,0,2,1,1,1,0,0,0,,0,0,0,0,2,4,0,0,90,0,3,25,63,6,90,7,3,42.9,4,57.1,55,348,186,5,4,1,2,1,67,24,0,1,0,0,8,2,1,0,0,0,7,0,1,0.0
Danny Ings,ENG,"FW,MF",West Ham,Premier League,32,1992,4,0,51,0.6,1,1,2,1,0,0,0,0,0.7,0.7,0.5,1.2,0,0,3,1.76,1.76,3.53,1.76,3.53,1.24,0.93,2.17,1.24,2.17,0.6,1,3,2,66.7,5.29,3.53,0.33,0.50,10.7,0,0,0,0.23,+0.3,+0.3,7,17,41.2,66,15,7,8,87.5,0,4,0.0,0,3,0.0,1,0.5,0.0,+0.5,1,0,0,0,0,17,16,1,0,0,0,2,0,0,0,0,0,7,0,2,3,5.29,1,0,0,1,1,0,2,3.53,0,0,0,1,1,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,1,0,23,0,6,7,10,4,23,1,1,100.0,0,0.0,11,38,9,0,0,0,1,0,17,3,0,0,1,0,2,0,0,1,0,0,1,3,1,75.0
Alessio Iovine,ITA,DF,Como,Serie A,33,1991,3,3,225,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,5,2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,2.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,85,119,71.4,1614,539,34,41,82.9,41,51,80.4,10,24,41.7,0,0.0,0.1,0.0,1,2,1,1,2,119,94,25,1,0,0,11,24,0,0,0,0,85,0,3,2,0.80,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,1,3,33.3,2,4,1,3,2,3,17,0,145,11,53,60,32,1,145,0,0,,0,,55,296,121,5,4,1,0,0,79,3,0,2,2,0,11,2,0,0,0,0,7,1,2,33.3
Tim Iroegbunam,ENG,MF,Everton,Premier League,21,2003,6,4,383,4.3,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,10,7,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,4.3,0,4,0,0.0,0.94,0.00,0.00,,20.5,0,0,0,0.05,-0.2,-0.2,70,99,70.7,1194,446,33,45,73.3,24,31,77.4,10,13,76.9,0,0.1,0.1,-0.1,2,8,1,0,10,99,97,0,0,0,0,0,0,0,0,0,0,70,2,4,9,2.11,5,0,1,0,1,2,0,0.00,0,0,0,0,0,0,18,9,9,4,5,7,12,58.3,5,6,0,6,8,26,5,1,158,9,43,79,41,11,158,12,5,41.7,5,41.7,80,470,232,5,7,2,6,9,72,7,0,10,6,0,0,8,9,0,0,0,33,5,1,83.3
Jackson Irvine,AUS,MF,St. Pauli,Bundesliga,31,1993,8,8,720,8.0,0,1,1,0,0,0,1,0,0.7,0.7,1.2,1.9,8,40,16,0.00,0.12,0.12,0.00,0.12,0.09,0.15,0.24,0.09,0.24,8.0,0,9,1,11.1,1.13,0.12,0.00,0.00,14.6,0,0,0,0.08,-0.7,-0.7,193,279,69.2,2978,1167,106,140,75.7,72,100,72.0,10,16,62.5,1,1.2,1.4,-0.2,11,26,7,0,40,279,277,1,1,3,0,3,0,0,0,0,0,193,1,7,19,2.37,19,0,0,0,0,0,0,0.00,0,0,0,0,0,0,17,7,9,6,2,7,15,46.7,8,7,1,6,11,28,21,0,372,24,87,211,84,20,372,10,5,50.0,5,50.0,120,540,326,8,9,4,11,5,197,16,0,12,4,0,3,11,7,0,0,0,43,31,20,60.8
Andy Irving,SCO,MF,West Ham,Premier League,24,2000,2,0,19,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,28.3,0,0,0,0.04,0.0,0.0,22,22,100.0,345,79,13,13,100.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0.0,0,4,0,0,2,22,22,0,0,0,0,0,0,0,0,0,0,22,0,0,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,0,3,0.0,3,0,0,0,0,2,0,0,26,0,3,19,4,0,26,0,0,,0,,19,80,36,0,1,0,0,0,23,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0.0
Alexander Isak,SWE,FW,Newcastle Utd,Premier League,25,1999,7,7,585,6.5,2,1,3,2,0,0,0,0,3.5,3.5,0.9,4.4,15,9,38,0.31,0.15,0.46,0.31,0.46,0.54,0.14,0.68,0.54,0.68,6.5,2,21,7,33.3,3.23,1.08,0.10,0.29,14.2,1,0,0,0.17,-1.5,-1.5,79,112,70.5,1150,191,45,58,77.6,29,33,87.9,1,4,25.0,1,0.9,0.6,+0.1,7,5,1,0,9,112,93,18,0,1,0,3,3,0,0,0,0,79,1,6,16,2.46,12,0,0,2,0,2,2,0.31,1,0,0,0,0,1,4,2,0,2,2,3,5,60.0,2,8,1,7,1,5,5,0,193,6,13,69,114,39,193,15,4,26.7,10,66.7,112,634,351,15,5,11,16,11,124,38,0,7,2,5,3,1,2,0,0,0,12,7,12,36.8
Gustav Isaksen,DEN,FW,Lazio,Serie A,23,2001,10,7,546,6.1,1,1,2,1,0,0,3,0,1.0,1.0,0.5,1.5,16,6,74,0.16,0.16,0.33,0.16,0.33,0.16,0.08,0.24,0.16,0.24,6.1,1,8,2,25.0,1.32,0.33,0.13,0.50,18.2,0,0,0,0.12,0.0,0.0,135,180,75.0,2193,317,75,82,91.5,45,58,77.6,13,26,50.0,1,0.5,0.4,+0.5,8,5,0,0,6,180,160,19,3,1,2,33,1,15,12,1,0,135,1,7,14,2.31,8,3,1,1,1,0,4,0.66,3,0,1,0,0,0,4,2,1,3,0,1,9,11.1,8,1,0,1,2,6,3,0,238,2,14,75,151,22,238,20,7,35.0,10,50.0,158,1084,507,16,11,8,8,12,185,74,0,7,10,1,33,2,2,0,0,0,10,3,9,25.0
Ismaily,BRA,DF,Lille,Ligue ,34,1990,1,1,82,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,0,8,8,0.00,0.00,0.00,0.00,0.00,0.06,0.16,0.22,0.06,0.22,0.9,0,1,1,100.0,1.10,1.10,0.00,0.00,14.0,0,0,0,0.05,-0.1,-0.1,42,49,85.7,585,112,24,28,85.7,16,18,88.9,0,0,,0,0.1,0.2,-0.1,1,2,1,0,8,49,43,6,0,0,0,3,6,0,0,0,0,42,0,1,3,3.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,0,0,1,1,0,1,0.0,1,4,0,4,0,2,2,0,61,0,9,24,28,6,61,1,0,0.0,1,100.0,33,162,101,0,0,0,2,0,38,8,0,1,0,0,3,0,0,0,0,0,5,2,0,100.0
Ardian Ismajli,ALB,DF,Empoli,Serie A,28,1996,10,10,900,10.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,12,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.0,0,3,0,0.0,0.30,0.00,0.00,,12.2,0,0,0,0.01,0.0,0.0,273,330,82.7,5503,1877,68,77,88.3,174,197,88.3,30,50,60.0,0,0.0,0.0,0.0,0,3,0,0,12,330,303,26,19,0,2,0,0,0,0,0,0,273,1,2,1,0.10,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,8,7,6,2,0,3,4,75.0,1,14,10,4,16,24,93,0,475,104,310,163,3,3,475,0,0,,0,,183,683,262,0,0,0,3,0,205,0,0,8,11,0,0,16,7,0,0,0,24,31,22,58.5
Yanis Issoufou,FRA,"FW,MF",Montpellier,Ligue ,18,2006,3,1,73,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,2,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.04,0.04,0.04,0.8,0,1,0,0.0,1.23,0.00,0.00,,9.8,0,0,0,0.03,0.0,0.0,8,15,53.3,89,17,7,8,87.5,1,1,100.0,0,2,0.0,0,0.0,0.0,0.0,0,0,0,0,1,15,14,0,0,0,0,2,0,0,0,0,0,8,1,3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,4,1,0,3,5,60.0,2,1,0,1,0,5,1,0,20,2,6,9,5,2,20,1,1,100.0,0,0.0,11,70,42,2,0,0,1,0,10,2,0,1,0,0,2,0,3,0,0,0,2,0,1,0.0
Ko Itakura,JPN,DF,Gladbach,Bundesliga,27,1997,8,8,720,8.0,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.6,6,15,0,0.12,0.00,0.12,0.12,0.12,0.04,0.03,0.07,0.04,0.07,8.0,1,7,2,28.6,0.87,0.25,0.14,0.50,11.8,0,0,0,0.05,+0.7,+0.7,491,560,87.7,8732,3062,188,207,90.8,278,298,93.3,23,49,46.9,0,0.2,0.5,-0.2,1,21,2,1,15,560,548,9,7,0,0,2,0,0,0,0,0,491,3,2,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,15,11,7,7,1,8,12,66.7,4,7,5,2,7,22,39,0,645,71,373,255,21,11,645,5,3,60.0,2,40.0,407,1778,910,6,4,0,2,2,454,0,0,12,2,0,2,7,11,0,1,0,35,17,13,56.7
Junya Ito,JPN,FW,Reims,Ligue ,31,1993,9,9,783,8.7,2,3,5,2,0,0,0,0,0.8,0.8,3.0,3.8,42,46,69,0.23,0.34,0.57,0.23,0.57,0.09,0.34,0.43,0.09,0.43,8.7,2,4,2,50.0,0.46,0.23,0.50,1.00,9.3,0,0,0,0.20,+1.2,+1.2,218,345,63.2,3551,1531,111,127,87.4,74,114,64.9,24,71,33.8,3,3.0,3.7,0.0,26,28,23,9,46,345,292,52,18,2,4,81,8,25,11,13,0,218,1,16,34,3.91,24,8,1,0,0,1,4,0.46,3,1,0,0,0,0,13,11,4,8,1,4,17,23.5,13,11,0,11,3,16,1,1,414,3,50,164,212,20,414,29,20,69.0,9,31.0,239,1837,1005,42,28,8,22,12,285,69,0,3,9,1,81,3,11,0,0,0,40,4,5,44.4
Marko Ivezić,SRB,DF,Holstein Kiel,Bundesliga,22,2001,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.0,0,1,0,0.0,0.25,0.00,0.00,,31.7,0,0,0,0.02,0.0,0.0,169,191,88.5,3115,1094,57,60,95.0,97,110,88.2,14,19,73.7,0,0.0,0.0,0.0,0,5,0,0,7,191,188,3,2,0,0,0,1,0,0,0,0,169,0,0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,7,10,2,1,7,12,58.3,5,8,5,3,8,21,20,0,250,43,131,112,8,2,250,2,0,0.0,2,100.0,117,479,231,0,3,0,3,0,153,1,0,6,0,0,0,8,7,0,0,0,10,3,5,37.5
Alex Iwobi,NGA,FW,Fulham,Premier League,28,1996,9,9,766,8.5,2,1,3,2,0,0,0,0,0.9,0.9,1.8,2.7,31,54,64,0.23,0.12,0.35,0.23,0.35,0.11,0.22,0.32,0.11,0.32,8.5,2,12,6,50.0,1.41,0.70,0.17,0.33,14.7,0,0,0,0.08,+1.1,+1.1,286,373,76.7,4760,1452,158,170,92.9,104,136,76.5,22,42,52.4,1,1.8,1.8,-0.8,15,29,24,3,54,373,359,11,2,3,5,26,6,2,0,1,0,286,3,13,37,4.35,31,0,2,3,1,0,4,0.47,4,0,0,0,0,0,14,10,6,6,2,4,7,57.1,3,5,0,5,3,17,12,0,459,11,62,174,231,27,459,30,13,43.3,16,53.3,338,1820,1099,31,31,6,13,9,348,64,0,3,4,0,26,3,10,0,0,0,35,0,12,0.0
Armando Izzo,ITA,DF,Monza,Serie A,32,1992,9,9,775,8.6,0,1,1,0,0,0,4,0,0.1,0.1,0.2,0.2,6,23,4,0.00,0.12,0.12,0.00,0.12,0.01,0.02,0.03,0.01,0.03,8.6,0,2,0,0.0,0.23,0.00,0.00,,14.6,0,0,0,0.04,-0.1,-0.1,396,464,85.3,7677,2228,129,145,89.0,213,238,89.5,51,74,68.9,1,0.2,0.1,+0.8,3,16,2,1,23,464,425,39,24,0,4,4,10,0,0,0,0,396,0,5,4,0.46,4,0,0,0,0,0,1,0.12,1,0,0,0,0,0,16,7,12,4,0,6,10,60.0,4,16,11,5,17,33,30,0,559,86,321,200,39,3,559,5,4,80.0,1,20.0,306,1315,635,6,6,0,7,1,346,4,0,20,11,0,4,17,7,0,0,0,23,13,13,50.0
Nicolas Jackson,SEN,FW,Chelsea,Premier League,23,2001,9,9,689,7.7,6,3,9,6,0,0,3,0,6.0,6.0,1.1,7.2,18,13,28,0.78,0.39,1.18,0.78,1.18,0.79,0.15,0.94,0.79,0.94,7.7,6,22,12,54.5,2.87,1.57,0.27,0.50,11.5,0,0,0,0.27,0.0,0.0,97,131,74.0,1336,328,54,71,76.1,33,43,76.7,3,5,60.0,3,1.1,0.3,+1.9,10,9,2,0,13,131,120,9,1,0,0,0,2,0,0,0,0,97,2,2,19,2.49,16,0,3,0,0,0,5,0.65,5,0,0,0,0,0,1,1,0,0,1,0,2,0.0,2,7,0,7,1,2,6,0,214,7,12,104,100,37,214,16,7,43.8,7,43.8,125,870,458,18,9,11,21,10,159,28,0,8,6,5,0,1,1,0,0,0,10,3,11,21.4
Lee Jae-sung,KOR,MF,Mainz 05,Bundesliga,32,1992,7,7,584,6.5,1,0,1,1,0,0,0,0,1.1,1.1,0.8,1.9,5,23,30,0.15,0.00,0.15,0.15,0.15,0.16,0.13,0.29,0.16,0.29,6.5,1,11,1,9.1,1.70,0.15,0.09,1.00,13.5,0,0,0,0.10,-0.1,-0.1,157,206,76.2,2373,617,84,101,83.2,60,77,77.9,9,12,75.0,0,0.8,0.8,-0.8,7,11,6,0,23,206,202,3,2,1,0,4,1,0,0,0,0,157,1,4,17,2.62,14,0,2,0,1,0,0,0.00,0,0,0,0,0,0,11,7,3,6,2,2,5,40.0,3,9,1,8,5,16,8,0,282,8,46,123,115,32,282,10,5,50.0,4,40.0,126,419,188,5,5,1,16,6,195,30,0,6,7,2,4,5,7,0,0,0,23,13,14,48.1
Kristijan Jakić,CRO,MF,Augsburg,Bundesliga,27,1997,7,6,482,5.4,0,1,1,0,0,0,0,0,0.3,0.3,0.2,0.5,9,31,6,0.00,0.19,0.19,0.00,0.19,0.05,0.05,0.10,0.05,0.10,5.4,0,5,2,40.0,0.93,0.37,0.00,0.00,18.6,0,0,0,0.05,-0.3,-0.3,172,213,80.8,2895,1066,86,97,88.7,66,75,88.0,16,23,69.6,1,0.2,0.7,+0.8,3,23,2,0,31,213,212,1,0,1,1,5,1,0,0,0,0,172,0,6,11,2.05,10,0,0,1,0,0,2,0.37,2,0,0,0,0,0,13,5,4,8,1,5,10,50.0,5,11,1,10,4,17,7,1,278,10,50,170,62,10,278,5,2,40.0,3,60.0,116,681,360,9,5,0,13,4,154,6,0,7,6,0,5,4,5,0,0,0,30,6,7,46.2
Karl Jakob Hein,EST,GK,Valladolid,La Liga,22,2002,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,309,403,76.7,9104,6421,42,42,100.0,173,175,98.9,94,186,50.5,0,0.0,0.0,0.0,0,11,0,0,0,403,303,100,42,0,0,0,0,0,0,0,0,309,0,0,2,0.18,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,9,0,442,373,436,6,0,0,442,0,0,,0,,231,1122,719,0,0,0,0,0,203,0,0,0,1,0,0,0,0,0,0,0,12,1,0,100.0
Ismail Jakobs,SEN,DF,Monaco,Ligue ,25,1999,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,9,6,17,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.00,0.11,2.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,85,105,81.0,1245,497,49,55,89.1,22,30,73.3,8,11,72.7,0,0.2,0.2,-0.2,4,7,5,3,6,105,87,18,5,0,0,14,13,0,0,0,0,85,0,2,8,4.00,6,2,0,0,0,0,1,0.50,1,0,0,0,0,0,5,5,3,0,2,3,5,60.0,2,0,0,0,2,7,6,0,121,6,25,50,46,1,121,0,0,,0,,67,503,228,9,7,1,0,0,77,17,0,1,3,0,14,2,5,0,0,0,5,1,6,14.3
Jordan James,WAL,MF,Rennes,Ligue ,20,2004,3,0,30,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.3,0,1,1,0.00,0.00,0.00,0.00,0.00,0.26,0.70,0.96,0.26,0.96,0.3,0,2,1,50.0,6.00,3.00,0.00,0.00,21.2,0,0,0,0.04,-0.1,-0.1,8,10,80.0,104,20,3,4,75.0,3,4,75.0,0,0,,0,0.2,0.1,-0.2,1,0,1,0,1,10,10,0,0,0,0,0,0,0,0,0,0,8,0,0,1,3.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,2,0,1,0,1,1,3,33.3,2,0,0,0,0,2,1,0,16,0,4,4,8,1,16,0,0,,0,,8,28,16,0,0,0,0,0,8,1,0,2,0,0,0,0,0,0,0,0,3,0,0,
Reece James,ENG,DF,Chelsea,Premier League,24,1999,2,2,142,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.6,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,104,128,81.3,1974,605,41,43,95.3,51,56,91.1,10,26,38.5,0,0.0,0.0,0.0,0,11,0,0,4,128,108,20,4,2,1,11,10,6,5,0,0,104,0,0,2,1.27,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,1,0.0,1,2,2,0,3,4,3,0,139,6,46,63,30,0,139,0,0,,0,,81,234,78,0,0,0,1,0,89,0,0,1,3,0,11,3,1,0,0,0,6,4,1,80.0
Vitaly Janelt,GER,MF,Brentford,Premier League,26,1998,9,9,723,8.0,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.1,5,25,10,0.00,0.25,0.25,0.00,0.25,0.02,0.12,0.14,0.02,0.14,8.0,0,4,1,25.0,0.50,0.12,0.00,0.00,19.9,0,0,0,0.04,-0.2,-0.2,290,339,85.5,5076,1487,140,153,91.5,121,135,89.6,25,40,62.5,2,1.0,0.7,+1.0,6,26,10,4,25,339,328,8,2,1,4,11,6,0,0,0,0,290,3,2,13,1.62,13,0,0,0,0,0,2,0.25,2,0,0,0,0,0,11,9,5,4,2,6,10,60.0,4,12,1,11,7,18,20,0,419,39,154,183,85,7,419,6,1,16.7,4,66.7,223,1053,443,5,8,1,6,2,264,10,0,4,5,0,11,7,9,0,0,0,36,6,4,60.0
Adnan Januzaj,BEL,"FW,MF",Las Palmas,La Liga,29,1995,5,3,256,2.8,0,1,1,0,0,0,2,0,0.3,0.3,0.4,0.7,10,17,24,0.00,0.35,0.35,0.00,0.35,0.11,0.14,0.25,0.11,0.25,2.8,0,7,1,14.3,2.46,0.35,0.00,0.00,24.4,2,0,0,0.05,-0.3,-0.3,103,142,72.5,1987,715,45,51,88.2,43,56,76.8,15,28,53.6,1,0.4,0.9,+0.6,7,13,4,2,17,142,120,22,3,4,3,26,6,13,7,3,0,103,0,7,15,5.27,7,4,0,2,2,0,3,1.05,2,0,0,1,0,0,3,2,1,2,0,1,2,50.0,1,2,0,2,0,3,2,0,178,4,15,81,82,8,178,15,4,26.7,10,66.7,108,650,326,10,3,4,12,3,131,24,0,1,6,0,26,0,2,0,0,0,11,1,5,16.7
Vitezslav Jaros,CZE,GK,Liverpool,Premier League,23,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,6,8,75.0,302,273,0,0,,1,1,100.0,5,7,71.4,0,0.0,0.0,0.0,0,2,0,0,0,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,8,5,8,0,0,0,8,0,0,,0,,7,29,8,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Ali Jasim,IRQ,"FW,DF",Como,Serie A,20,2004,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.1,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,7,9,77.8,71,35,6,6,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,9,9,0,0,0,0,1,0,0,0,0,0,7,0,0,1,9.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,0,0,0,0,1,0,0,11,0,6,4,1,0,11,0,0,,0,,7,54,36,1,0,0,0,0,8,1,0,1,0,0,1,0,0,0,0,0,1,1,0,100.0
Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,20,2003,9,6,566,6.3,1,0,1,1,0,0,2,1,0.2,0.2,0.2,0.5,4,28,10,0.16,0.00,0.16,0.16,0.16,0.04,0.04,0.08,0.04,0.08,6.3,1,5,1,20.0,0.80,0.16,0.20,1.00,21.1,0,0,0,0.05,+0.8,+0.8,243,296,82.1,4450,1198,103,115,89.6,109,129,84.5,28,41,68.3,0,0.2,0.3,-0.2,5,32,2,0,28,296,272,22,11,1,5,12,0,11,2,5,0,243,2,5,17,2.70,12,3,0,2,0,0,2,0.32,2,0,0,0,0,0,21,12,6,10,5,13,21,61.9,8,6,1,5,7,28,7,1,375,9,66,227,85,4,375,9,5,55.6,3,33.3,185,854,364,4,6,0,11,10,227,10,0,18,9,0,12,7,12,0,0,0,34,6,11,35.3
Dominik Javorček,SVK,DF,Holstein Kiel,Bundesliga,21,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,10,14,71.4,243,150,2,3,66.7,5,7,71.4,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,1,0,0,1,1,100.0,0,1,1,0,1,2,4,1,21,6,14,4,3,0,21,0,0,,0,,7,17,1,0,0,0,0,0,12,1,0,1,0,0,0,1,0,0,0,0,2,0,0,
