Player,Nation,Pos,Squad,Comp,Age,Born,Playing_Time_MP,Playing_Time_Starts,Playing_Time_Min,Playing_Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G_PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per_90_Minutes_Gls,Per_90_Minutes_Ast,Per_90_Minutes_G+A,Per_90_Minutes_G_PK,Per_90_Minutes_G+A_PK,Per_90_Minutes_xG,Per_90_Minutes_xAG,Per_90_Minutes_xG+xAG,Per_90_Minutes_npxG,Per_90_Minutes_npxG+xAG,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_Dist,Standard_FK,Standard_PK,Standard_PKatt,Expected_npxG/Sh,Expected_G_xG,Expected_np:G_xG,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Ast,xAG,Expected_xA,Expected_A_xAG,KP,1/3,PPA,CrsPA,PrgP,Att,Pass_Types_Live,Pass_Types_Dead,Pass_Types_FK,Pass_Types_TB,Pass_Types_Sw,Pass_Types_Crs,Pass_Types_TI,Pass_Types_CK,Corner_Kicks_In,Corner_Kicks_Out,Corner_Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,SCA_SCA,SCA_SCA90,SCA_Types_PassLive,SCA_Types_PassDead,SCA_Types_TO,SCA_Types_Sh,SCA_Types_Fld,SCA_Types_Def,GCA_GCA,GCA_GCA90,GCA_Types_PassLive,GCA_Types_PassDead,GCA_Types_TO,GCA_Types_Sh,GCA_Types_Fld,GCA_Types_Def,Tackles_Tkl,Tackles_TklW,Tackles_Def_3rd,Tackles_Mid_3rd,Tackles_Att_3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Int,Tkl+Int,Clr,Err,Touches_Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Touches_Live,Take_Ons_Att,Take_Ons_Succ,Take_Ons_Succ%,Take_Ons_Tkld,Take_Ons_Tkld%,Carries_Carries,Carries_TotDist,Carries_PrgDist,Carries_PrgC,Carries_1/3,Carries_CPA,Carries_Mis,Carries_Dis,Receiving_Rec,Receiving_PrgR,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG,Performance_Recov,Aerial_Duels_Won,Aerial_Duels_Lost,Aerial_Duels_Won%
Gaby Jean,FRA,DF,Lecce,Serie A,24,2000,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,1,1,100.0,18,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,1,1,0,0,0,2,0,4,3,4,0,0,0,4,0,0,,0,,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3
Daniel Jebbison,ENG,FW,Bournemouth,Premier League,21,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,0.3,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,3,5,60.0,38,6,3,4,75.0,0,0,,0,0,,0,0.0,0.0,0.0,1,1,0,0,0,5,5,0,0,0,0,1,0,0,0,0,0,3,0,0,2,6.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,7,1,1,3,3,1,7,0,0,,0,,6,40,19,1,0,1,1,1,8,1,0,0,1,0,1,0,0,0,0,0,0,0,2,0.0
Fredrik Jensen,FIN,"MF,DF",Augsburg,Bundesliga,27,1997,5,1,117,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,4,10,0.00,0.00,0.00,0.00,0.00,0.06,0.07,0.13,0.06,0.13,1.3,0,3,0,0.0,2.31,0.00,0.00,,16.7,0,0,0,0.03,-0.1,-0.1,29,42,69.0,515,147,16,20,80.0,7,9,77.8,5,8,62.5,0,0.1,0.2,-0.1,2,1,1,0,4,42,40,2,0,0,0,4,0,2,1,1,0,29,0,3,3,2.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,0,0,1,1,1,100.0,0,2,0,2,0,1,1,0,59,1,4,23,34,9,59,2,1,50.0,1,50.0,26,100,50,1,2,0,1,2,36,10,0,0,1,0,4,0,1,0,0,0,3,1,2,33.3
Mathias Jensen,DEN,MF,Brentford,Premier League,28,1996,4,3,251,2.8,0,1,1,0,0,0,1,0,0.1,0.1,0.8,0.9,4,21,11,0.00,0.36,0.36,0.00,0.36,0.04,0.27,0.31,0.04,0.31,2.8,0,2,0,0.0,0.72,0.00,0.00,,16.1,0,0,0,0.06,-0.1,-0.1,105,141,74.5,1949,746,47,57,82.5,40,51,78.4,15,27,55.6,1,0.8,0.5,+0.2,7,15,5,2,21,141,115,26,5,0,2,13,15,5,4,0,0,105,0,2,12,4.30,9,3,0,0,0,0,2,0.72,1,1,0,0,0,0,1,1,1,0,0,0,3,0.0,3,4,1,3,2,3,2,1,158,6,33,64,61,1,158,4,1,25.0,2,50.0,95,441,272,4,2,0,1,3,101,11,0,5,5,0,13,2,1,0,0,0,15,2,1,66.7
Moritz Jenz,GER,DF,Mainz 05,Bundesliga,25,1999,6,6,540,6.0,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,14,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,6.0,0,2,1,50.0,0.33,0.17,0.00,0.00,9.9,0,0,0,0.06,-0.1,-0.1,247,291,84.9,4486,1809,78,91,85.7,148,163,90.8,15,30,50.0,0,0.0,0.1,0.0,1,14,0,0,14,291,288,3,2,0,0,0,0,0,0,0,0,247,0,0,4,0.67,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,6,6,7,0,4,7,57.1,3,7,6,1,5,18,45,0,377,61,208,157,14,8,377,2,0,0.0,1,50.0,163,629,258,0,0,0,4,0,207,3,0,9,4,0,0,5,6,0,0,0,29,28,15,65.1
Gabriel Jesus,BRA,"FW,MF",Arsenal,Premier League,27,1997,7,1,97,1.1,0,0,0,0,0,0,3,0,0.6,0.6,0.4,1.0,6,2,8,0.00,0.00,0.00,0.00,0.00,0.54,0.36,0.90,0.54,0.90,1.1,0,6,2,33.3,5.57,1.86,0.00,0.00,13.5,0,0,0,0.10,-0.6,-0.6,19,27,70.4,227,34,13,16,81.3,5,5,100.0,0,1,0.0,0,0.4,0.1,-0.4,3,0,1,0,2,27,26,0,0,0,0,1,0,0,0,0,0,19,1,3,5,4.59,2,0,1,2,0,0,1,0.92,0,0,0,1,0,0,3,2,3,0,0,2,3,66.7,1,3,1,2,2,5,0,0,51,3,7,12,32,13,51,7,3,42.9,2,28.6,35,239,146,6,2,3,4,0,30,8,0,5,6,1,1,2,2,0,0,0,11,0,3,0.0
Juan Jesus,BRA,DF,Napoli,Serie A,33,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,7,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,0.9,0,1,0,0.0,1.15,0.00,0.00,,5.6,0,0,0,0.11,-0.1,-0.1,62,73,84.9,1100,476,24,26,92.3,34,38,89.5,4,7,57.1,0,0.0,0.0,0.0,0,6,0,0,7,73,68,5,3,0,0,0,2,0,0,0,0,62,0,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,76,3,25,50,2,1,76,0,0,,0,,46,240,153,2,1,0,0,1,59,2,0,1,0,0,0,0,0,0,0,0,3,5,0,100.0
Raúl Jiménez,MEX,FW,Fulham,Premier League,33,1991,9,6,518,5.8,4,1,5,3,1,1,0,0,3.3,2.6,2.0,4.6,4,12,21,0.69,0.17,0.87,0.52,0.69,0.58,0.35,0.93,0.44,0.80,5.8,4,22,10,45.5,3.82,1.74,0.14,0.30,14.1,0,1,1,0.12,+0.7,+0.4,80,111,72.1,1241,319,43,54,79.6,22,30,73.3,8,9,88.9,1,2.0,1.1,-1.0,8,7,2,0,12,111,111,0,0,2,1,3,0,0,0,0,0,80,0,5,11,1.91,8,0,0,2,1,0,2,0.35,2,0,0,0,0,0,8,4,1,4,3,0,4,0.0,4,5,1,4,2,10,5,1,186,8,18,70,101,37,185,6,1,16.7,4,66.7,107,335,142,4,3,1,15,9,131,21,0,10,9,6,3,2,4,0,0,0,13,11,19,36.7
João Pedro,BRA,"MF,FW",Brighton,Premier League,23,2001,4,3,281,3.1,2,0,2,2,0,0,1,0,0.8,0.8,0.2,1.1,14,14,16,0.64,0.00,0.64,0.64,0.64,0.27,0.07,0.34,0.27,0.34,3.1,2,6,3,50.0,1.92,0.96,0.33,0.67,17.9,0,0,0,0.14,+1.2,+1.2,75,99,75.8,1177,346,44,59,74.6,23,29,79.3,6,6,100.0,0,0.2,0.3,-0.2,3,6,7,2,14,99,92,7,1,0,1,4,3,1,0,0,0,75,0,2,9,2.88,7,0,1,0,1,0,1,0.32,1,0,0,0,0,0,5,3,1,3,1,1,3,33.3,2,2,0,2,1,6,2,0,139,4,14,52,77,15,139,14,6,42.9,8,57.1,97,638,384,14,9,7,13,9,113,16,0,1,7,0,4,1,3,0,0,0,10,5,5,50.0
John Joe,IRL,"FW,MF",Getafe,La Liga,21,2003,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.28,0.28,0.28,0.1,0,1,0,0.0,12.86,0.00,0.00,,30.1,0,0,0,0.02,0.0,0.0,5,7,71.4,62,35,3,3,100.0,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,11,1,4,4,3,0,11,1,1,100.0,0,0.0,5,25,11,0,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,2,2,1,66.7
Joelinton,BRA,MF,Newcastle Utd,Premier League,28,1996,9,9,746,8.3,1,0,1,1,0,0,4,0,1.7,1.7,0.7,2.4,12,39,35,0.12,0.00,0.12,0.12,0.12,0.21,0.08,0.29,0.21,0.29,8.3,1,15,4,26.7,1.81,0.48,0.07,0.25,12.3,0,0,0,0.11,-0.7,-0.7,285,342,83.3,4061,1046,176,201,87.6,95,108,88.0,10,18,55.6,0,0.7,0.6,-0.7,9,27,4,0,39,342,330,10,4,2,1,2,6,0,0,0,0,285,2,7,18,2.17,14,1,0,2,0,1,1,0.12,1,0,0,0,0,0,23,14,10,7,6,12,21,57.1,9,13,3,10,7,30,15,1,446,30,92,228,131,28,446,15,6,40.0,8,53.3,261,1318,563,12,7,1,17,17,318,35,0,20,11,2,2,7,14,0,0,0,47,13,11,54.2
Jofre,ESP,"MF,FW",Espanyol,La Liga,23,2001,11,9,678,7.5,2,2,4,2,0,0,2,0,0.9,0.9,1.3,2.3,17,16,51,0.27,0.27,0.53,0.27,0.53,0.13,0.18,0.30,0.13,0.30,7.5,2,13,3,23.1,1.73,0.40,0.15,0.67,22.0,0,0,0,0.07,+1.1,+1.1,123,169,72.8,1878,523,67,81,82.7,45,61,73.8,7,14,50.0,2,1.3,0.9,+0.7,7,3,5,3,16,169,162,7,0,1,1,12,7,0,0,0,0,123,0,6,19,2.53,10,0,3,2,4,0,3,0.40,2,0,0,0,1,0,4,4,3,1,0,1,5,20.0,4,3,0,3,4,8,8,0,257,7,35,103,124,22,257,36,13,36.1,18,50.0,165,1137,553,17,15,9,21,12,178,51,0,10,20,0,12,4,4,0,0,0,39,1,1,50.0
Carl Johansson,SWE,DF,Holstein Kiel,Bundesliga,30,1994,4,4,347,3.9,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.09,0.01,0.09,3.9,0,1,1,100.0,0.26,0.26,0.00,0.00,10.8,0,0,0,0.05,0.0,0.0,193,220,87.7,3394,1161,79,85,92.9,100,111,90.1,13,19,68.4,0,0.3,0.1,-0.3,4,2,2,0,8,220,206,13,5,0,0,0,1,0,0,0,0,193,1,0,5,1.30,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,4,0,0,3,6,50.0,3,7,6,1,6,10,23,1,268,58,180,80,12,10,268,0,0,,0,,106,320,117,0,0,0,2,0,154,0,0,2,0,0,0,6,2,0,1,0,14,16,13,55.2
Ben Johnson,ENG,DF,Ipswich Town,Premier League,24,2000,4,2,223,2.5,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,4,9,4,0.00,0.40,0.40,0.00,0.40,0.00,0.12,0.12,0.00,0.12,2.5,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,71,95,74.7,1156,508,38,46,82.6,28,32,87.5,5,10,50.0,1,0.3,0.2,+0.7,1,3,1,1,9,95,72,23,3,1,0,6,19,1,1,0,0,71,0,5,2,0.81,1,0,0,0,1,0,1,0.40,1,0,0,0,0,0,11,8,9,2,0,7,11,63.6,4,4,1,3,3,14,3,0,133,7,49,51,34,0,133,7,2,28.6,4,57.1,63,403,182,4,4,0,6,1,62,4,0,2,2,0,6,3,8,0,0,0,8,3,2,60.0
Brennan Johnson,WAL,FW,Tottenham,Premier League,23,2001,9,8,693,7.7,3,0,3,3,0,0,2,0,4.0,4.0,0.7,4.7,29,26,85,0.39,0.00,0.39,0.39,0.39,0.52,0.08,0.61,0.52,0.61,7.7,3,29,8,27.6,3.77,1.04,0.10,0.38,12.5,0,0,0,0.14,-1.0,-1.0,146,201,72.6,1867,557,88,107,82.2,48,62,77.4,3,7,42.9,0,0.7,0.6,-0.7,9,9,16,3,26,201,197,3,0,0,0,14,3,0,0,0,0,146,1,11,17,2.21,14,0,1,2,0,0,0,0.00,0,0,0,0,0,0,18,11,3,10,5,7,12,58.3,5,6,1,5,1,19,7,0,285,5,27,85,177,65,285,14,5,35.7,7,50.0,174,1039,604,29,8,23,12,7,204,85,0,12,4,4,14,1,11,0,0,0,21,7,6,53.8
Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue ,34,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,107,129,82.9,2158,1272,32,32,100.0,63,65,96.9,12,32,37.5,0,0.0,0.0,0.0,0,0,0,0,0,129,118,11,4,0,0,0,0,0,0,0,0,107,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,3,0,142,122,142,0,0,0,142,0,0,,0,,98,445,248,0,0,0,0,0,84,0,0,1,0,0,0,0,0,0,1,0,2,1,0,100.0
Sam Johnstone,ENG,GK,Wolves,Premier League,31,1993,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,5.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,136,206,66.0,3942,2933,23,24,95.8,64,66,97.0,48,112,42.9,0,0.0,0.0,0.0,1,1,0,0,0,206,170,35,16,0,0,0,0,0,0,0,0,136,1,2,2,0.40,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,5,0,227,173,225,2,0,0,227,0,0,,0,,150,960,612,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,5,3,0,100.0
Paul Joly,FRA,DF,Auxerre,Ligue ,24,2000,7,4,396,4.4,0,1,1,0,0,0,1,0,0.1,0.1,0.9,0.9,12,26,29,0.00,0.23,0.23,0.00,0.23,0.02,0.20,0.21,0.02,0.21,4.4,0,2,1,50.0,0.45,0.23,0.00,0.00,15.2,0,0,0,0.04,-0.1,-0.1,199,282,70.6,3636,1245,88,105,83.8,85,112,75.9,25,52,48.1,1,0.9,0.7,+0.1,7,21,6,3,26,282,247,34,7,0,5,27,27,0,0,0,0,199,1,8,13,2.95,12,0,0,0,1,0,2,0.45,2,0,0,0,0,0,16,11,11,5,0,8,15,53.3,7,5,0,5,11,27,14,3,354,14,102,168,88,5,354,12,2,16.7,6,50.0,190,877,468,12,10,1,7,6,212,29,0,2,12,0,27,11,11,0,0,0,18,4,5,44.4
Curtis Jones,ENG,MF,Liverpool,Premier League,23,2001,6,3,321,3.6,1,0,1,1,0,0,0,0,1.1,1.1,0.1,1.2,2,16,9,0.28,0.00,0.28,0.28,0.28,0.31,0.03,0.34,0.31,0.34,3.6,1,6,3,50.0,1.68,0.84,0.17,0.33,13.0,0,0,0,0.18,-0.1,-0.1,157,168,93.5,2355,432,86,87,98.9,63,68,92.6,5,8,62.5,0,0.1,0.1,-0.1,4,10,3,0,16,168,160,7,1,0,0,1,3,0,0,0,0,157,1,0,6,1.68,5,0,0,0,1,0,1,0.28,0,0,0,0,1,0,9,4,2,6,1,5,6,83.3,1,6,4,2,1,10,4,0,208,6,37,122,51,9,208,6,4,66.7,1,16.7,134,650,276,2,1,0,4,6,163,9,0,3,5,0,1,1,4,1,0,0,15,3,3,50.0
Frenkie de Jong,NED,MF,Barcelona,La Liga,27,1997,2,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.6,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,38,41,92.7,586,193,20,21,95.2,12,13,92.3,3,4,75.0,0,0.0,0.0,0.0,0,2,0,0,2,41,38,3,3,0,0,1,0,0,0,0,0,38,0,0,1,1.64,1,0,0,0,0,0,1,1.64,1,0,0,0,0,0,1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,40,0,4,31,5,0,40,0,0,,0,,29,115,47,0,0,0,0,0,35,1,0,2,0,0,1,0,1,0,0,0,0,0,0,
Joan Jordán,ESP,MF,Alavés,La Liga,30,1994,6,2,306,3.4,0,1,1,0,0,0,1,0,0.5,0.5,0.2,0.7,2,32,7,0.00,0.29,0.29,0.00,0.29,0.16,0.05,0.21,0.16,0.21,3.4,0,6,1,16.7,1.76,0.29,0.00,0.00,23.0,2,0,0,0.09,-0.5,-0.5,139,215,64.7,2851,1217,54,68,79.4,56,77,72.7,24,60,40.0,1,0.2,0.4,+0.8,4,28,2,0,32,215,178,36,23,0,7,22,2,11,7,4,0,139,1,3,15,4.40,12,2,0,0,1,0,2,0.59,1,1,0,0,0,0,11,7,5,4,2,5,11,45.5,6,4,0,4,2,13,5,0,247,6,44,150,55,3,247,2,1,50.0,1,50.0,110,424,268,2,2,0,2,0,136,7,0,6,4,0,22,2,7,0,0,0,13,3,3,50.0
Jorginho,ITA,MF,Arsenal,Premier League,32,1991,2,2,150,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,2,8,0,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.05,0.02,0.05,1.7,0,1,0,0.0,0.60,0.00,0.00,,22.5,0,0,0,0.04,0.0,0.0,57,66,86.4,934,244,25,30,83.3,28,29,96.6,3,5,60.0,0,0.0,0.1,0.0,1,5,3,0,8,66,64,2,1,1,0,0,0,0,0,0,0,57,0,1,4,2.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,1,0,1,1,2,4,50.0,2,0,0,0,0,2,0,1,73,1,14,37,23,0,73,0,0,,0,,35,165,94,2,0,0,2,4,51,0,0,2,3,0,0,0,1,0,0,0,11,1,1,50.0
Jesse Joronen,FIN,GK,Venezia,Serie A,31,1993,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,205,273,75.1,4877,3176,35,35,100.0,127,130,97.7,42,104,40.4,0,0.0,0.0,0.0,0,1,0,0,0,273,218,54,16,0,0,0,0,0,0,0,0,205,1,2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,295,260,295,0,0,0,295,0,0,,0,,179,992,533,0,0,0,0,0,151,0,0,1,0,0,0,0,0,0,1,1,10,2,0,100.0
Jota,POR,"FW,MF",Rennes,Ligue ,25,1999,4,1,133,1.5,1,0,1,1,0,0,0,0,1.1,1.1,0.2,1.3,9,9,13,0.68,0.00,0.68,0.68,0.68,0.72,0.14,0.85,0.72,0.85,1.5,1,2,1,50.0,1.35,0.68,0.50,1.00,9.4,0,0,0,0.53,-0.1,-0.1,42,59,71.2,701,158,18,22,81.8,20,24,83.3,2,6,33.3,0,0.2,0.2,-0.2,4,3,5,2,9,59,57,2,0,0,1,6,2,0,0,0,0,42,0,1,6,4.06,5,0,1,0,0,0,1,0.68,1,0,0,0,0,0,1,1,0,1,0,1,2,50.0,1,1,0,1,2,3,1,0,79,0,7,24,49,13,79,7,3,42.9,4,57.1,57,341,190,9,3,4,4,1,57,13,0,2,0,0,6,2,1,0,0,0,6,0,1,0.0
Diogo Jota,POR,FW,Liverpool,Premier League,27,1996,7,7,492,5.5,2,2,4,2,0,0,1,0,2.7,2.7,0.8,3.5,13,6,34,0.37,0.37,0.73,0.37,0.73,0.50,0.14,0.64,0.50,0.64,5.5,2,14,3,21.4,2.56,0.55,0.14,0.67,11.7,0,0,0,0.19,-0.7,-0.7,73,109,67.0,1052,249,37,53,69.8,24,30,80.0,5,8,62.5,2,0.8,0.3,+1.2,3,6,2,1,6,109,107,1,0,0,2,4,1,0,0,0,0,73,1,7,7,1.28,4,0,0,2,1,0,3,0.55,2,0,0,0,1,0,3,1,0,2,1,2,6,33.3,4,1,0,1,3,6,3,0,169,2,9,70,92,31,169,12,2,16.7,9,75.0,91,640,283,13,10,9,16,10,125,34,0,8,8,0,4,3,1,1,0,0,12,12,16,42.9
Antoine Joujou,FRA,"MF,FW",Le Havre,Ligue ,21,2003,7,3,308,3.4,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,17,4,28,0.00,0.00,0.00,0.00,0.00,0.09,0.10,0.19,0.09,0.19,3.4,0,6,1,16.7,1.75,0.29,0.00,0.00,21.3,0,0,0,0.05,-0.3,-0.3,38,73,52.1,466,134,25,42,59.5,9,18,50.0,0,2,0.0,0,0.3,0.4,-0.3,4,3,2,1,4,73,73,0,0,1,0,8,0,0,0,0,0,38,0,6,12,3.51,6,0,4,1,0,1,0,0.00,0,0,0,0,0,0,6,5,4,1,1,2,4,50.0,2,8,2,6,3,9,3,0,128,4,17,47,72,14,128,26,15,57.7,11,42.3,81,690,407,17,8,8,13,5,74,28,0,2,1,0,8,3,5,0,0,0,18,2,8,20.0
Luka Jović,SRB,FW,Milan,Serie A,26,1997,3,1,79,0.9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,1,4,7,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,0.9,0,1,0,0.0,1.14,0.00,0.00,,10.6,0,0,0,0.07,-0.1,-0.1,15,20,75.0,175,34,13,15,86.7,1,3,33.3,1,1,100.0,0,0.1,0.0,-0.1,1,2,0,0,4,20,18,2,0,1,0,1,0,0,0,0,0,15,0,0,1,1.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,23,0,1,13,9,2,23,1,1,100.0,0,0.0,16,61,13,1,0,0,1,0,21,7,0,1,1,0,1,1,0,0,0,0,1,1,2,33.3
Juanmi,ESP,FW,Betis,La Liga,31,1993,5,2,143,1.6,0,0,0,0,0,0,1,0,0.6,0.6,0.3,0.9,3,2,6,0.00,0.00,0.00,0.00,0.00,0.36,0.18,0.54,0.36,0.54,1.6,0,4,1,25.0,2.52,0.63,0.00,0.00,15.4,0,0,0,0.14,-0.6,-0.6,27,35,77.1,337,76,21,24,87.5,3,4,75.0,2,2,100.0,0,0.3,0.0,-0.3,1,1,0,0,2,35,34,1,0,0,0,0,1,0,0,0,0,27,0,4,2,1.26,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,6,3,3,2,1,3,5,60.0,2,4,0,4,1,7,4,0,60,3,18,24,19,8,60,5,4,80.0,1,20.0,32,162,70,3,1,1,4,3,37,6,0,4,4,0,0,1,3,0,0,0,7,4,1,80.0
Juanpe,ESP,DF,Girona,La Liga,33,1991,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.0,0,0,0,,0.00,0.00,,,,0,0,0,,0.0,0.0,87,90,96.7,1825,487,13,15,86.7,65,65,100.0,9,10,90.0,0,0.0,0.0,0.0,0,3,0,0,4,90,85,5,3,0,0,0,2,0,0,0,0,87,0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,4,2,2,0,1,4,0,99,13,48,49,2,0,99,0,0,,0,,46,163,68,0,0,0,0,0,73,0,0,1,0,0,0,0,1,0,0,0,1,2,0,100.0
Jubal,BRA,DF,Auxerre,Ligue ,31,1993,8,8,667,7.4,1,0,1,0,1,2,3,0,1.9,0.4,0.4,0.8,0,9,1,0.13,0.00,0.13,0.00,0.00,0.26,0.06,0.32,0.05,0.10,7.4,1,4,1,25.0,0.54,0.13,0.00,0.00,13.7,0,1,2,0.09,-0.9,-0.4,231,265,87.2,4408,1304,68,73,93.2,147,153,96.1,14,34,41.2,0,0.4,0.4,-0.4,1,6,2,0,9,265,252,13,13,0,1,0,0,0,0,0,0,231,0,1,3,0.40,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,13,10,12,1,0,9,15,60.0,6,11,3,8,6,19,40,0,346,50,187,146,14,11,344,0,0,,0,,176,731,311,0,0,0,1,1,197,1,0,5,3,0,0,6,10,0,1,0,21,17,4,81.0
Abdulai Juma Bah,SLE,DF,Valladolid,La Liga,18,2006,4,3,274,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,8,0,0.00,0.00,0.00,0.00,0.00,0.08,0.01,0.09,0.08,0.09,3.0,0,2,0,0.0,0.66,0.00,0.00,,7.0,0,0,0,0.12,-0.2,-0.2,84,107,78.5,1691,573,20,22,90.9,55,61,90.2,8,23,34.8,0,0.0,0.0,0.0,1,5,0,0,8,107,102,5,5,0,1,0,0,0,0,0,0,84,0,0,2,0.66,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,4,3,2,2,0,0,2,0.0,2,4,2,2,4,8,19,0,145,26,81,60,4,3,145,0,0,,0,,62,263,119,0,0,0,1,2,73,0,0,4,2,0,0,4,3,0,0,0,12,11,4,73.3
